OTU_ID,NTC1_A,BS1_01_A,BS1_02_A,BS1_03_A,BS1_04_A,BS1_06_A,BH1_01_A,BH1_02_A,RS1_01_A,RS1_02_A,RS1_03_A,RS1_04_A,RS1_05_A,RS1_06_A,RS1_07_A,RS1_08_A,R1_01_A,R1_02_A,R1_03_A,R1_04_A,R1_05_A,R1_06_A,R1_07_A,R1_08_A,R1_09_A,R1_10_A,R1_11_A,R1_12_A,R1_13_A,R1_14_A,R1_15_A,R1_16_A,Kingdom,Phylum,Class,Order,Family,Genus,Species
ZOTU41,0,55,237,45,61,414,202,269,102,18,0,2,36,0,2,1,835,124,79,0,32,679,5,467,910,153,51,0,24,250,59,247,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella,s__Plectosphaerella_cucumerina_SH190986.07FU
ZOTU274,0,10,141,11,9,3,1,0,1,0,0,0,111,14,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_kyushuense_SH220703.07FU
ZOTU664,0,5,0,0,34,54,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__,g__,s__
ZOTU1702,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU684,0,53,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cercophora,s__Pleurostoma_repens_SH009273.07FU
ZOTU234,0,12,259,47,3,0,0,0,4,18,0,0,4,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Stachybotrys,s__Stachybotrys_eucylindrospora_SH209072.07FU
ZOTU395,0,9,27,4,18,16,10,0,19,0,0,0,26,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Chaetosphaeria,s__Lasiosphaeria_glabrata_SH212627.07FU
ZOTU425,0,11,51,39,3,3,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Nectriaceae,g__Volutella,s__Cladorrhinum_brunnescens_SH019733.07FU
ZOTU676,0,10,7,0,4,22,0,1,0,2,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Acrostalagmus,s__Acrostalagmus_luteoalbus_SH205999.07FU
ZOTU147,0,95,88,231,0,82,13,6,49,0,0,206,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU1629,0,15,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Trichosporonaceae,g__Trichosporon,s__Candida_kanchanaburiensis_SH190127.07FU
ZOTU1115,0,7,20,0,0,1,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Monoblepharomycota,c__Monoblepharidomycetes,o__Monoblepharidales,f__,g__,s__
ZOTU836,0,13,12,0,0,23,0,33,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cortinarius,s__Physconia_grisea_SH202109.07FU
ZOTU1504,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Glomeraceae,g__Cortinarius,s__Psathyrella_romellii_SH494477.07FU
ZOTU282,0,45,42,14,38,4,0,0,1,10,11,15,60,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__Cryptotrichosporon_anacardii_SH211446.07FU
ZOTU1305,0,7,4,8,10,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protozoa,p__,c__,o__,f__,g__,s__
ZOTU1325,0,4,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_turmalis_SH222439.07FU
ZOTU301,0,38,49,40,35,1,4,0,1,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,14,13,1,0,0,15,0,7,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__,s__
ZOTU421,0,34,165,93,12,20,0,9,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1654,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU660,0,3,16,0,4,1,0,25,13,4,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Pseudallescheria,s__Pseudallescheria_angusta_SH093056.07FU
ZOTU314,0,28,125,78,67,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Orbilia_euphorbiae_SH487876.07FU
ZOTU545,0,25,7,9,11,14,0,0,15,6,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__,g__,s__
ZOTU1375,0,6,13,5,14,11,3,20,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__,o__,f__,g__,s__
ZOTU82,0,43,934,79,346,1,0,55,59,0,0,0,130,88,0,2,0,0,60,0,148,20,0,34,6,1,17,4,0,0,0,29,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,s__Collembolispora_barbata_SH186791.07FU
ZOTU1469,0,8,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Glomerales,f__Glomeraceae,g__Piskurozyma,s__Rhizophagus_irregularis_SH196859.07FU
ZOTU197,0,21,173,100,8,45,98,30,3,23,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_carpinicola_SH201192.07FU
ZOTU647,0,29,21,1,15,0,2,0,0,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__,g__,s__
ZOTU1195,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_glutinans_SH201210.07FU
ZOTU837,0,11,12,20,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Glomeraceae,g__Inocybe,s__Dominikia_achra_SH176102.07FU
ZOTU1525,0,1,0,2,0,0,0,0,0,0,0,0,20,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_chlamydospora_SH185197.07FU
ZOTU1311,0,23,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium,s__Leucosporidium_drummii_SH100809.07FU
ZOTU1410,0,8,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,2,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_flavigenum_SH407698.07FU
ZOTU573,0,16,1,0,5,37,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,s__Tremella_indecorata_SH528194.07FU
ZOTU867,0,8,14,0,0,0,0,11,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Olpidiaceae,g__Olpidium,s__Olpidium_brassicae_SH194417.07FU
ZOTU191,0,13,2,0,1,10,0,41,3,9,0,70,9,48,7,18,15,3,95,2,7,41,11,17,78,30,0,9,0,19,13,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metacordyceps,s__Metacordyceps_chlamydosporia_SH192575.07FU
ZOTU1183,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,5,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1204,0,13,0,7,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__,g__,s__
ZOTU326,0,2,11,2,24,0,0,0,34,20,7,85,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU709,0,29,13,37,7,41,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__
ZOTU241,0,54,40,11,16,47,54,81,6,6,0,59,0,0,0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Holtermanniales,f__Holtermanniales_fam_Incertae_sedis,g__Holtermanniella,s__Holtermanniella_takashimae_SH526070.07FU
ZOTU205,0,17,29,6,6,16,9,37,0,33,18,4,6,29,1,0,94,39,30,15,3,33,1,15,29,21,2,3,2,11,13,2,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__,s__
ZOTU519,0,6,9,0,8,0,0,33,4,0,0,0,17,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Glomeraceae,g__,s__
ZOTU954,0,15,10,0,12,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Hyaloscyphaceae,g__Trechispora,s__Clavulinopsis_corniculata_SH487726.07FU
ZOTU1265,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Zoopagomycota,c__Zoopagomycetes,o__Zoopagales,f__Piptocephalidaceae,g__Syncephalis,s__Phoma_puncteliae_SH005849.07FU
ZOTU1019,0,18,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__Cryptococcus_frias_SH205078.07FU
ZOTU1169,0,2,20,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__Diversispora_celata_SH196919.07FU
ZOTU1404,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,s__Betamyces_americae-meridionalis_SH027198.07FU
ZOTU491,0,26,10,8,0,15,0,15,7,0,0,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__,f__,g__,s__
ZOTU979,0,13,4,2,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__,o__,f__,g__,s__
ZOTU897,0,14,0,0,0,15,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU883,0,12,0,1,10,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_venenatum_SH215301.07FU
ZOTU1175,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Septoglomus,s__Septoglomus_fuscum_SH212921.07FU
ZOTU1512,0,84,0,0,0,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Dothideomycetes,o__Pleosporales,f__,g__,s__
ZOTU1505,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__,g__,s__
ZOTU239,0,6,745,2,30,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__,g__,s__
ZOTU384,0,7,24,44,16,27,26,24,0,0,0,0,19,2,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_sacchariolens_SH208812.07FU
ZOTU1467,0,2,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1556,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__,g__,s__
ZOTU1090,0,4,9,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Dothideomycetes,o__Pleosporales,f__Physciaceae,g__Physconia,s__Physconia_grisea_SH202109.07FU
ZOTU432,0,18,29,6,8,21,8,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,s__Chaetomium_cupreum_SH195350.07FU
ZOTU1223,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,g__Oberwinklerozyma,s__Oberwinklerozyma_silvestris_SH198365.07FU
ZOTU1137,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__,s__
ZOTU852,0,2,8,0,14,42,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__,f__,g__,s__
ZOTU928,0,6,0,13,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Gigaspora_margarita_SH180799.07FU
ZOTU1643,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Ceratocystidaceae,g__Thielaviopsis,s__Thielaviopsis_basicola_SH200142.07FU
ZOTU1043,0,10,17,7,0,0,0,0,0,0,0,0,15,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Trechispora,s__Trechispora_invisitata_SH188039.07FU
ZOTU640,0,12,0,1,2,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,s__Metarhizium_frigidum_SH214397.07FU
ZOTU153,0,26,221,104,98,37,10,69,0,10,33,0,85,54,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_africana_SH184194.07FU
ZOTU458,0,3,15,6,0,1,1,21,0,4,0,68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariaceae,g__,s__
ZOTU467,0,5,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,25,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_glutinans_SH201189.07FU
ZOTU1216,0,12,4,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU131,0,47,228,59,22,2,0,0,144,51,12,159,30,19,28,4,220,7,31,9,7,8,5,3,42,36,9,17,0,66,2,54,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU570,0,10,0,28,14,107,0,0,0,0,1,0,60,29,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Pluteus,s__Melanoleuca_microcephala_SH175141.07FU
ZOTU327,0,8,59,36,35,0,0,14,46,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Brunneocarpos,s__Brunneocarpos_banksiae_SH630514.07FU
ZOTU475,0,19,10,7,9,4,0,4,6,0,0,0,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__,o__,f__,g__,s__
ZOTU1594,0,4,15,8,0,0,9,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Saccharomycetes,o__Saccharomycetales,f__Pleosporaceae,g__Pyrenophora,s__Pyrenophora_bromi_SH193144.07FU
ZOTU216,0,15,3,0,8,2,125,139,104,36,68,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU1443,0,9,0,0,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__,o__,f__,g__,s__
ZOTU839,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pulvinula,s__Scytalidium_lignicola_SH201623.07FU
ZOTU712,0,7,20,0,0,22,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Glomeromycetes,o__Pezizales,f__Glomeraceae,g__Diversispora,s__Diversispora_arenaria_SH196892.07FU
ZOTU172,0,10,37,24,10,2,37,80,83,9,27,114,6,69,9,13,10,3,28,63,0,0,0,1,18,0,0,4,0,0,0,56,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusicolla,s__Fusicolla_aquaeductuum_SH175278.07FU
ZOTU1682,0,7,7,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protozoa,p__,c__,o__,f__,g__,s__
ZOTU1615,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Powellomyces,s__
ZOTU692,0,28,21,52,6,19,2,16,0,1,1,0,14,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__
ZOTU422,0,19,48,5,0,32,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__,f__,g__,s__
ZOTU1637,0,6,3,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Stropharia,s__Stropharia_rugosoannulata_SH177496.07FU
ZOTU1051,0,6,7,0,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Pseudeurotium,s__
ZOTU1585,0,7,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__
ZOTU737,0,21,28,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Kondoaceae,g__Kondoa,s__Genolevuria_armeniaca_SH497080.07FU
ZOTU483,0,15,9,20,2,26,0,2,0,0,0,16,0,0,0,0,1,0,2,2,0,3,0,5,0,0,1,2,0,0,11,1,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cladorrhinum,s__Cladorrhinum_brunnescens_SH019733.07FU
ZOTU1554,0,25,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Conocybe_apala_SH179184.07FU
ZOTU1299,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__,f__,g__,s__
ZOTU930,0,3,0,0,0,33,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,s__Betamyces_americae-meridionalis_SH027198.07FU
ZOTU178,0,15,22,0,0,0,36,108,22,0,0,0,18,0,0,0,0,2,0,1,311,34,0,0,5,28,0,0,30,8,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__,g__,s__
ZOTU908,0,16,0,6,0,0,5,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,s__Podospora_pleiospora_SH220575.07FU
ZOTU318,0,14,0,1,0,0,297,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Ramicandelaber,s__
ZOTU1107,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hydnodontaceae,g__Trechispora,s__Trichosporon_otae_SH005182.07FU
ZOTU289,0,18,63,23,50,0,28,0,0,0,0,36,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Guehomyces,s__Guehomyces_pullulans_SH212824.07FU
ZOTU66,0,1,3151,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__Coprinellus_micaceus_SH220365.07FU
ZOTU690,0,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,s__Clavaria_acuta_SH497079.07FU
